ent idx,ent name
0,11937563
1,17756241
2,19649545
3,37227496
4,40108882
5,51339602
6,56680888
7,62061769
8,66752456
9,68045229
10,75536271
11,94805262
12,96245213
13,98669505
14,99317839
15,110483690
16,115067107
17,117162568
18,127453971
19,138801994
20,142184500
21,143205520
22,145727060
23,149889176
24,158970435
25,166310643
26,167025544
27,181562202
28,188641943
29,188753184
30,194877031
31,211640650
32,220560145
33,226084161
34,229879413
35,232837381
36,237523797
37,238567515
38,239347023
39,249786540
40,250765512
41,258677468
42,275507475
43,278076094
44,292676561
45,294067311
46,297347882
47,299047321
48,301553563
49,301961436
50,304559230
51,306747758
52,313460009
53,314205613
54,316866291
55,320059987
56,322964845
57,327931661
58,329523611
59,330080588
60,333218281
61,334093302
62,334244845
63,338660688
64,353030162
65,364427290
66,378119388
67,384422585
68,407736918
69,413410212
70,427161124
71,436197921
72,436699341
73,560138366
74,563193448
75,565716625
76,568936856
77,572545174
78,574605663
79,577954705
80,582236841
81,585347916
82,585578671
83,588764405
84,592347708
85,593995263
86,595940698
87,596200316
88,597768545
89,598969921
90,599391827
91,600021751
92,601177420
93,604073432
94,607484529
95,607807830
96,614192826
97,619642192
98,621586590
99,631239714
100,632284939
101,634055104
102,643577933
103,648672529
104,649116638
105,649351167
106,652489929
107,745723849
108,749358085
109,749897785
110,752081888
111,753898917
112,755589151
113,756620164
114,757209796
115,766659047
116,767032972
117,779591575
118,785750278
119,788186576
120,791443903
121,794599698
122,795478526
123,795844185
124,797876169
125,802023607
126,805392694
127,812914000
128,814954583
129,815167685
130,820745455
131,822331939
132,827457325
133,830930079
134,833997835
135,836214525
136,838895205
137,843664301
138,844120752
139,847390771
140,849400431
141,850522039
142,852815478
143,856595906
144,858795480
145,864763392
146,868039692
147,868800717
148,869710449
149,872389834
150,874902370
151,875569023
152,876239151
153,887477761
154,888525065
155,891563256
156,903781088
157,906189473
158,912524484
159,913547238
160,925255252
161,925378943
162,927328428
163,936749771
164,943524656
165,947840633
166,955271247
167,961141778
168,964963517
169,965492732
170,965592666
171,967043901
172,969695338
173,974750315
174,974869177
175,976990176
176,982296130
177,982715114
178,989243055
179,996152264
180,1001954359
181,1007028664
182,1015799755
183,1017266951
184,1038684252
185,1062856814
186,1063783487
187,1069431110
188,1076717666
189,1111946061
190,1112158574
191,1117175017
192,1120687076
193,1121320870
194,1123123672
195,1125036772
196,1127819929
197,1128018168
198,1128093647
199,1129871391
200,1140843620
201,1142342163
202,1143897508
203,1144670762
204,1145014073
205,1148775210
206,1152809421
207,1154453724
208,1154593788
209,1155712756
210,1156871698
211,1159758121
212,1159761321
213,1164665682
214,1173389797
215,1174123226
216,1174751272
217,1175185910
218,1175815045
219,1177512619
220,1181282460
221,1183314382
222,1185058441
223,1187686962
224,1188601723
225,1188931661
226,1189124238
227,1189551294
228,1190882536
229,1194440215
230,1198278709
231,1202214825
232,1203214213
233,1208418077
234,1208657973
235,1211830493
236,1214050343
237,1217329120
238,1219629997
239,1223820017
240,1239334146
241,1247588856
242,1248428270
243,1253363176
244,1254064625
245,1278100317
246,1417367192
247,1428478732
248,1432475091
249,1433187389
250,1436948486
251,1438846244
252,1442422736
253,1445712711
254,1447368076
255,1450976572
256,1455307125
257,1455541776
258,1456024162
259,1456732633
260,1458596791
261,1459854140
262,1460669247
263,1462503951
264,1474737582
265,1474817846
266,1475046854
267,1477043626
268,1479125652
269,1480663651
270,1480674897
271,1480987719
272,1481303055
273,1481631181
274,1481706669
275,1481919171
276,1482125454
277,1482339067
278,1482372408
279,1482481449
280,1482636228
281,1482798978
282,1482818067
283,1483088048
284,1483344933
285,1483458874
286,1483543373
287,1483614670
288,1483733793
289,1484942049
290,1485000175
291,1485504984
292,1485558469
293,1486024189
294,1487424666
295,1488025965
296,1488289372
297,1488349871
298,1488393567
299,1488416316
300,1488462993
301,1488593898
302,1488782318
303,1489115018
304,1489154283
305,1489240861
306,1489467744
307,1489568141
308,1489893021
309,1490352271
310,1490671938
311,1490867225
312,1490965505
313,1491615147
314,1491801960
315,1492167159
316,1492316257
317,1492899088
318,1492906461
319,1492944191
320,1493186785
321,1493306539
322,1493454197
323,1493605212
324,1493662497
325,1493672715
326,1493689374
327,1494029047
328,1494072707
329,1494086205
330,1494105361
331,1494331097
332,1494518910
333,1494762340
334,1495021583
335,1495280146
336,1495425110
337,1495492807
338,1495557487
339,1495696917
340,1495920013
341,1495976737
342,1496158997
343,1496195407
344,1496861655
345,1496925213
346,1497045053
347,1497768790
348,1498002355
349,1498157948
350,1498165665
351,1498416511
352,1499399694
353,1499539427
354,1499765817
355,1499820507
356,1500541718
357,1500736444
358,1500846216
359,1501273432
360,1501453566
361,1501819363
362,1502221278
363,1502359007
364,1502388661
365,1502975625
366,1503048442
367,1503541438
368,1504110972
369,1504585978
370,1504678556
371,1504873934
372,1505929862
373,1506312672
374,1506723399
375,1506814185
376,1508687098
377,1508716454
378,1508717405
379,1509137672
380,1509686202
381,1509784815
382,1510041106
383,1510352969
384,1510373796
385,1510382252
386,1510402493
387,1511484984
388,1511687459
389,1512078533
390,1512809374
391,1513022499
392,1513283046
393,1513983669
394,1514082035
395,1515392264
396,1515496921
397,1515637377
398,1515759121
399,1515773026
400,1516008641
401,1516545044
402,1516670254
403,1517586088
404,1518023447
405,1518069264
406,1518292427
407,1518386764
408,1518494220
409,1518512792
410,1518966981
411,1519439412
412,1519659492
413,1519769833
414,1520051361
415,1520170467
416,1520237098
417,1521033089
418,1521082263
419,1521098213
420,1521291041
421,1521774891
422,1522095260
423,1522112144
424,1522877673
425,1522915441
426,1523679143
427,1523997257
428,1524267436
429,1524429300
430,1524779210
431,1525475352
432,1525856255
433,1526059244
434,1526289567
435,1526402781
436,1526576938
437,1526881200
438,1526882859
439,1527604912
440,1527956572
441,1528111440
442,1528851400
443,1529083133
444,1529138966
445,1529425827
