ent idx,ent name
0,12843
1,42812
2,52972
3,58166
4,65469
5,195839
6,294558
7,322993
8,423512
9,487381
10,571446
11,607359
12,627467
13,739882
14,751236
15,768646
16,832551
17,889416
18,986699
19,994952
20,1012414
21,1034443
22,1276947
23,1284942
24,1342733
25,1374934
26,1382245
27,1489048
28,1549246
29,1602530
30,1633027
31,1694676
32,1707232
33,1721004
34,1787132
35,1921717
36,1924353
37,1961218
38,1965285
39,1972800
40,2039551
41,2084832
42,2182769
43,2221639
44,2235679
45,2265751
46,2504767
47,2524010
48,2591305
49,2619416
50,2668921
51,2729557
52,2791150
53,2816523
54,2868805
55,2890278
56,2916875
57,2961886
58,2989005
59,3031470
60,3079626
61,3124580
62,3149852
63,3261483
64,3288061
65,3305012
66,3335917
67,3345301
68,3432839
69,3445786
70,3622217
71,3651065
72,3673715
73,3746008
74,3768446
75,3770464
76,3802936
77,4069607
78,4071166
79,4141045
80,4164206
81,4311470
82,4416767
83,4424474
84,4430303
85,4638862
86,4646841
87,4708273
88,4725764
89,4792198
90,4809387
91,4839761
92,4868915
93,4907923
94,4941483
95,4988496
96,4992710
97,5072461
98,5072599
99,5117611
100,5119721
101,5192115
102,5249743
103,5263885
104,5274069
105,5297727
106,5379308
107,5457282
108,5484521
109,5589519
110,5594486
111,5637370
112,5667645
113,5675118
114,5722023
115,5807566
116,5900021
117,5917680
118,6025432
119,6110044
120,6136071
121,6142545
122,6158518
123,6260449
124,6260981
125,6363049
126,6385141
127,6401214
128,6405472
129,6494504
130,6557445
131,6582778
132,6648577
133,6792957
134,6802819
135,6831451
136,6841354
137,6939412
138,7054721
139,7228185
140,7251660
141,7266685
142,7292814
143,7296079
144,7328023
145,7337166
146,7451433
147,7615733
148,7694927
149,7732977
150,7766398
151,7910260
152,7982388
153,8010536
154,8038842
155,8058405
156,8171440
157,8240015
158,8242336
159,8244735
160,8272713
161,8364947
162,8398441
163,8426674
164,8590192
165,8625798
166,8673219
167,8735168
168,8828549
169,8865038
170,8880873
171,8892853
172,8903418
173,9021358
174,9043871
175,9075549
176,9111530
177,9260844
178,9342510
179,9357733
180,9358284
181,9376300
182,9411552
183,9417928
184,9466671
185,9476365
186,9483764
187,9490382
188,9508911
189,9566828
190,9583187
191,9682599
192,9695528
193,9715774
194,9761082
195,9767117
196,9777977
197,9809166
198,9810830
199,9836676
200,9844520
201,9872702
202,9893847
203,9950777
204,9987077
205,10128374
206,10184394
207,10238366
208,10390740
209,10393806
210,10551718
211,10632323
212,10724198
213,10767094
214,10880902
215,10899652
216,10929652
217,11090531
218,11097651
219,11135259
220,11181294
221,11190779
222,11210021
223,11308688
224,11312509
225,11413529
226,11432220
227,11472968
228,11494860
229,11556245
230,11557063
231,11577676
232,11608111
233,11683690
234,11743678
235,11804174
236,11821877
237,11864286
238,11930861
239,11940443
240,11999413
241,12129029
242,12174686
243,12241035
244,12267149
245,12287442
246,12335792
247,12389690
248,12430449
249,12548787
250,12554922
251,12668873
252,12773090
253,12853656
254,12949176
255,12957241
256,12980444
257,12994181
258,13019657
259,13079994
260,13119800
261,13183059
262,13245926
263,13280743
264,13393347
265,13424047
266,13460635
267,13468771
268,13481523
269,13483470
270,13487092
271,13495919
272,13523363
273,13530604
274,13545353
275,13558536
276,13565188
277,13606891
278,13662910
279,13674155
280,13681960
281,13724139
282,13772937
283,13892213
284,13934619
285,13965031
286,13966519
287,14037181
288,14041564
289,14112920
290,14164350
291,14168384
292,14173408
293,14228908
294,14257148
295,14279187
296,14331020
297,14400755
298,14455589
299,14474903
300,14480152
301,14589660
302,14770303
303,14781684
304,14843661
305,14932015
306,15001198
307,15046436
