ent idx,ent name
0,400978
1,708645
2,888048
3,1223968
4,1474915
5,1569579
6,1597984
7,1802277
8,1993014
9,2346407
10,2848066
11,3026535
12,3985835
13,4588490
14,5784950
15,7555840
16,7743503
17,7782295
18,7926394
19,8765236
20,9724109
21,11268087
22,11925485
23,12153921
24,13053719
25,15149767
26,15388155
27,16797124
28,17343933
29,17861113
30,18073496
31,19862636
32,20275190
33,20975899
34,21642512
35,21691455
36,22355280
37,22417257
38,22940997
39,23410285
40,23439064
41,23563483
42,23699502
43,23769117
44,24929260
45,25653496
46,26267784
47,26468114
48,27550676
49,28785147
50,29291741
51,29332466
52,30604212
53,31971141
54,32619103
55,32847291
56,32985309
57,33201641
58,34151641
59,34890969
60,35385190
61,35989401
62,36607722
63,36952332
64,37925608
65,38643578
66,39366933
67,39531845
68,40787025
69,42225117
70,42388478
71,42420476
72,42637675
73,43400954
74,43754425
75,44136135
76,44214350
77,44829748
78,45025163
79,45681779
80,45900808
81,46368441
82,46751313
83,46962475
84,47068508
85,47543249
86,47599873
87,48500144
88,50408636
89,50682012
90,51133461
91,51281601
92,51531109
93,55416639
94,57074172
95,57370543
96,57452408
97,57622905
98,58289068
99,58656838
100,58989937
101,61266834
102,61505791
103,62822436
104,63019791
105,64248338
106,64365492
107,64516074
108,64539801
109,64584618
110,64856278
111,65236585
112,65353596
113,66515812
114,67146747
115,67581322
116,67651610
117,68434119
118,68647933
119,68708192
120,69084420
121,71344580
122,71789125
123,71811260
124,72666780
125,72908328
126,73035208
127,73681211
128,74157174
129,74429576
130,76400764
131,76447719
132,76487575
133,77509017
134,77818084
135,78105392
136,78793280
137,79716927
138,79722421
139,80084419
140,80498175
141,81099374
142,81866290
143,82037771
144,82595668
145,82967734
146,84289926
147,84394583
148,85706151
149,85817845
150,86367902
151,86722337
152,87851631
153,88369557
154,89154698
155,90913083
156,91706471
157,92083903
158,92357455
159,92420786
160,92689582
161,93168391
162,93317046
163,93318765
164,94843274
165,95533101
166,96156454
167,97161436
168,97266178
169,97644198
170,98201134
171,98466197
