0,1546
0,2392
0,2399
0,3591
0,4067
0,2386
0,5348
0,4373
0,4988
0,1622
1,2240
1,4110
1,2399
1,3710
1,4067
1,529
1,4305
1,631
1,904
1,1716
1,2288
2,1690
2,1002
2,973
2,642
2,2156
2,525
2,4067
2,2399
2,2386
2,5094
2,2877
3,1627
3,1622
3,2386
3,2399
3,4067
3,804
3,104
3,5348
3,1224
3,511
4,4067
4,1690
4,4194
4,1509
4,3672
4,2475
4,2399
4,2386
4,1249
4,1241
5,2386
5,2399
5,3160
5,3223
5,3879
5,3241
5,1254
5,1627
5,1803
5,1849
5,4067
5,51
6,1154
6,2197
6,2399
6,2723
6,372
6,4067
6,4727
6,78
6,1002
6,157
7,2399
7,2723
7,2847
7,2933
7,3836
7,4067
7,529
7,1086
7,1172
7,2601
8,592
8,417
8,4067
8,2369
8,3071
8,2897
8,2399
8,1634
8,3153
8,2051
8,904
9,477
9,1002
9,2499
9,345
9,2531
9,2399
9,3504
9,3455
9,4067
9,3644
9,3580
10,2197
10,2399
10,3078
10,2519
10,4067
10,529
10,1835
10,6362
10,5741
10,3389
11,4006
11,2046
11,4633
11,2399
11,3347
11,389
11,4067
11,2386
11,1538
11,697
12,1395
12,1154
12,529
12,517
12,1472
12,332
12,2399
12,4067
12,6214
12,1509
13,1973
13,1080
13,860
13,529
13,417
13,4067
13,1864
13,2399
13,2933
13,3650
14,124
14,193
14,3337
14,2983
14,2399
14,2386
14,2188
14,1995
14,3544
14,4067
15,4067
15,1725
15,2386
15,2399
15,261
15,2716
15,3703
15,21
15,2383
15,3766
16,3770
16,2399
16,1154
16,2386
16,5129
16,525
16,973
16,3638
16,3579
16,2701
16,4067
17,2399
17,2386
17,2836
17,1644
17,974
17,4067
17,3029
17,2897
17,2494
17,2138
18,1571
18,1387
18,1229
18,973
18,826
18,4636
18,4067
18,2399
18,2386
18,2138
18,1553
19,2386
19,357
19,3838
19,3901
19,4067
19,1002
19,1154
19,154
19,2739
19,2399
20,2288
20,2399
20,1573
20,3099
20,372
20,3778
20,4067
20,529
20,4445
20,904
20,4095
21,2386
21,5508
21,3768
21,1488
21,999
21,4067
21,3305
21,3046
21,2399
21,5512
21,3848
22,4828
22,1140
22,490
22,4067
22,3880
22,3553
22,3131
22,2399
22,2386
22,2135
22,1408
23,3723
23,3704
23,3414
23,3311
23,2399
23,2386
23,2021
23,4067
23,3901
23,4941
24,1111
24,4134
24,973
24,841
24,4728
24,4067
24,3822
24,3733
24,2399
24,2386
24,4184
25,36
25,357
25,3646
25,3704
25,4067
25,2399
25,115
25,828
25,2386
25,973
25,3595
26,2399
26,276
26,2829
26,332
26,4067
26,529
26,89
26,1154
26,3384
26,5441
27,2046
27,4636
27,4067
27,3704
27,357
27,643
27,2399
27,2386
27,4137
27,254
28,2402
28,1607
28,2386
28,115
28,4067
28,3704
28,2026
28,2486
28,2399
28,3081
29,4086
29,2167
29,1736
29,4416
29,4067
29,3658
29,2979
29,2399
29,2207
29,5245
30,1973
30,2386
30,193
30,159
30,619
30,4067
30,3060
30,3046
30,3039
30,2983
30,2399
30,2188
31,1437
31,1395
31,1086
31,904
31,767
31,529
31,4067
31,2288
31,2839
31,2293
31,2399
32,4702
32,2296
32,2686
32,2723
32,3146
32,372
32,4067
32,529
32,2399
32,5242
32,1741
33,1002
33,2386
33,2399
33,3153
33,357
33,3838
33,3901
33,3917
33,4067
33,1154
34,788
34,4067
34,4008
34,3994
34,2653
34,2399
34,2134
34,3429
34,3538
34,1801
34,529
35,61
35,5655
35,4067
35,3410
35,3061
35,3766
35,2399
35,2246
35,2167
35,2045
36,4067
36,2745
36,749
36,2046
36,2386
36,2399
36,5430
36,93
36,1640
36,3347
37,1927
37,2933
37,2638
37,2601
37,3346
37,1794
37,529
37,4067
37,2399
37,3716
38,4656
38,538
38,4067
38,389
38,3644
38,298
38,5784
38,2399
38,2030
38,2130
39,3846
39,157
39,1546
39,973
39,78
39,4886
39,529
39,4067
39,2399
39,2197
39,2083
39,3928
40,4067
40,3347
40,3029
40,2681
40,2399
40,2386
40,2046
40,4264
40,93
40,1117
41,3298
41,5667
41,2386
41,249
41,3672
41,373
41,4067
41,4930
41,1206
41,2399
42,372
42,2399
42,2386
42,2296
42,3579
42,4067
42,3455
42,1014
42,1690
42,5848
42,783
43,1803
43,1133
43,494
43,3347
43,3248
43,2399
43,2386
43,2150
43,210
43,4067
44,2399
44,2296
44,2375
44,3672
44,6205
44,1509
44,1318
44,4067
44,2197
44,2033
45,639
45,4134
45,3718
45,1676
45,3644
45,3347
45,3173
45,3061
45,2399
45,4067
45,1488
46,1002
46,904
46,769
46,254
46,2506
46,3318
46,4067
46,3969
46,353
46,2399
47,2295
47,2288
47,2723
47,2399
47,1634
47,904
47,5085
47,529
47,4067
47,3670
47,2933
48,2811
48,1423
48,2386
48,2399
48,3044
48,3311
48,3644
48,3843
48,1765
48,1565
48,642
48,4067
49,2293
49,729
49,2241
49,2399
49,2478
49,2933
49,3071
49,4067
49,631
49,904
50,1344
50,674
50,2188
50,3704
50,2156
50,3347
50,2399
50,2386
50,3388
50,4067
51,973
51,405
51,4067
51,3124
51,2701
51,2399
51,2386
51,2138
51,2053
51,2046
51,3490
52,3347
52,3424
52,3901
52,4067
52,5568
52,2284
52,2365
52,2425
52,2399
52,2386
53,115
53,788
53,4067
53,2399
53,3587
53,2297
53,2386
54,1343
54,75
54,5061
54,4067
54,3145
54,2399
54,2386
54,2296
54,2745
54,1334
54,1558
55,529
55,4886
55,5076
55,4154
55,2399
55,1239
55,1385
55,157
55,4067
55,3575
55,1980
56,775
56,2399
56,3730
56,3795
56,4067
56,2386
56,78
56,2156
56,1002
56,1779
57,1564
57,1002
57,973
57,613
57,2399
57,1690
57,564
57,3470
57,3672
57,4067
58,2386
58,2399
58,3917
58,323
58,728
58,118
58,2542
58,4052
58,4067
58,988
59,2200
59,2386
59,2399
59,2968
59,3347
59,3595
59,2794
59,115
59,973
59,3646
59,4067
60,1349
60,2386
60,2399
60,2896
60,3248
