0,2623
0,4291
0,576
0,1021
0,1212
0,1246
0,1300
0,1941
0,416
0,3114
0,3883
1,1941
1,1021
1,4291
1,3114
1,2977
1,2655
1,2623
1,1657
1,98
1,2270
1,1155
2,175
2,1941
2,4244
2,291
2,4213
2,2623
2,5394
2,1021
2,1419
2,1748
2,596
3,2260
3,2468
3,3980
3,1941
3,1021
3,805
3,576
3,3523
3,3338
3,3057
3,2623
3,4149
4,4333
4,2623
4,1021
4,6234
4,1941
5,1941
5,4560
5,2571
5,4228
5,4352
5,2623
5,1073
5,6359
5,1021
5,2292
6,2229
6,215
6,2623
6,3034
6,3185
6,3447
6,4317
6,5394
6,1941
6,1209
6,3390
6,906
7,2623
7,4561
7,3114
7,3192
7,3606
7,1081
7,1322
7,175
7,1941
7,5603
7,3765
8,1021
8,2416
8,7701
8,2666
8,1941
8,2623
8,4333
8,3192
8,1916
9,6920
9,7026
9,7521
9,1073
9,1021
9,2623
9,1941
9,2292
10,472
10,4137
10,2721
10,2623
10,4074
10,1941
10,2292
10,3259
10,2979
10,1021
10,2911
11,4826
11,5897
11,341
11,5930
11,496
11,3477
11,2623
11,5274
11,4775
11,1941
12,991
12,1941
12,1119
12,291
12,1021
12,585
12,4401
12,4333
12,2623
12,1598
12,2666
13,2260
13,1995
13,1941
13,4557
13,3338
13,1021
13,2292
13,240
13,2401
13,2623
13,1705
13,5325
14,1941
14,520
14,2310
14,7625
14,3791
14,1706
14,2623
14,2435
14,137
14,1021
14,4554
15,1021
15,2979
15,1941
15,2623
15,4228
15,7683
15,6125
15,6939
15,3482
16,1941
16,1327
16,4362
16,175
16,3114
16,1021
16,4061
16,2623
16,2292
16,1834
16,3740
17,3338
17,2623
17,3504
17,4644
17,1322
17,1941
17,5309
17,2064
17,2594
17,6038
17,5325
17,4191
18,2125
18,1092
18,2462
18,2623
18,3114
18,4612
18,4575
18,4936
18,4639
18,1941
19,1346
19,1322
19,1941
19,2623
19,1813
19,3095
19,4383
19,4714
19,1698
19,1579
19,3338
19,477
20,3338
20,2280
20,2623
20,3933
20,3880
20,1021
20,720
20,4352
20,1941
20,1834
20,4629
20,1043
21,1021
21,4228
21,7590
21,4560
21,2623
21,1941
21,546
21,305
22,5069
22,4588
22,3089
22,1941
22,4648
22,1021
22,3523
22,3259
22,2737
22,2623
22,1419
23,3338
23,1957
23,5325
23,4902
23,3980
23,705
23,1491
23,1941
23,1322
23,4644
23,2623
23,2919
24,805
24,2892
24,2507
24,2623
24,3057
24,3338
24,30
24,3895
24,1941
24,1598
24,5264
25,7590
25,5696
25,1021
25,2589
25,1941
25,4352
25,6244
25,3259
25,4244
25,1759
25,2623
26,3577
26,2623
26,240
26,1941
26,2141
26,3291
26,3338
26,1021
26,175
26,1519
26,579
26,3606
27,514
27,465
27,4317
27,4246
27,313
27,1848
27,2623
27,1941
27,3860
27,5002
28,3465
28,1346
28,1941
28,2128
28,1786
28,3077
28,1234
28,1021
28,3732
28,2623
28,2292
29,2463
29,1312
29,1941
29,1573
29,1021
29,4751
29,3711
29,2623
29,2412
29,1669
29,1590
30,1941
30,2292
30,2623
30,2883
30,305
30,3338
30,349
30,406
30,546
30,1021
30,2959
30,4330
31,2685
31,793
31,6647
31,3589
31,6226
31,1941
31,1322
31,587
31,4689
31,3180
31,2623
31,393
32,3955
32,3799
32,3766
32,2623
32,1941
32,1755
32,4280
32,2331
32,1532
32,885
33,2623
33,2292
33,3688
33,7608
33,1021
33,1748
33,1941
33,5021
33,7326
33,6989
33,1347
34,2871
34,7456
34,1941
34,1472
34,641
34,3955
34,2623
34,2617
34,2513
35,6607
35,4442
35,2623
35,1941
35,1685
35,1235
35,784
35,1269
35,1322
35,1508
35,7492
35,586
36,3782
36,3243
36,272
36,2895
36,2623
36,98
36,2074
36,1941
36,1902
36,1300
36,1209
36,4400
37,3291
37,240
37,2623
37,2141
37,3338
37,3482
37,3606
37,579
37,175
37,1941
37,6473
38,3696
38,3875
38,1642
38,3636
38,2623
38,12
38,1322
38,1269
38,225
38,74
38,3444
38,1941
39,5811
39,6157
39,2623
39,3338
39,1021
39,1941
39,7734
39,6281
39,7517
39,4561
39,5264
40,4978
40,4644
40,1752
40,1941
40,401
40,1916
40,705
40,2623
40,4091
40,3598
40,22
41,885
41,2623
41,909
41,1941
41,2054
41,4063
41,2513
41,2260
41,2871
41,3749
42,1163
42,1249
42,1856
42,1882
42,4093
42,2623
42,3338
42,3606
42,4941
42,1941
42,1269
43,4276
43,2803
43,3114
43,3338
43,1941
43,4284
43,3482
43,2606
43,3089
43,2623
43,175
43,618
44,6393
44,6709
44,2623
44,3711
44,546
44,1021
44,2488
44,1941
45,1070
45,2623
45,2716
45,256
45,3177
45,123
45,5623
45,1916
45,1941
45,1573
46,2623
46,3338
46,3582
46,4330
46,1128
46,4525
46,1579
46,1916
46,1941
46,477
46,1573
47,98
47,5363
47,2502
47,2623
47,3338
47,5519
47,6637
47,1941
47,3089
47,3793
47,565
48,2623
48,1946
48,3338
48,5519
48,1705
48,1941
48,2003
48,7656
48,7489
48,6857
48,4557
49,4317
49,7413
49,1753
49,313
49,3338
49,3274
49,2623
49,2412
49,3398
49,1941
49,5021
50,3114
50,2592
50,2623
50,4190
50,6054
50,1853
50,1941
50,1070
50,2669
50,2508
50,20
51,2402
51,3114
51,1941
51,155
51,3768
51,584
51,406
51,258
51,3140
51,2623
51,1142
52,2623
52,4424
52,4653
52,3634
52,4978
52,4565
52,1663
52,3140
52,1941
52,3861
53,2623
53,5821
53,5280
53,1941
53,1808
53,4777
53,3180
53,5142
53,3026
53,4474
53,4621
54,4228
54,1021
54,4648
54,1941
