0,19015
0,11082
0,30638
0,13362
1,8184
1,20297
1,11541
1,13274
1,13221
2,3858
2,8052
2,29155
2,10441
2,13485
2,7863
3,13362
3,20168
3,11082
3,30638
3,16713
3,20203
4,7449
4,13274
4,13221
5,23737
5,26194
6,27984
6,28051
6,26798
7,11678
7,5626
7,32075
7,5334
7,4471
8,11743
8,15512
8,26550
9,9321
9,13297
9,8199
9,22699
10,16405
10,18053
10,12026
11,16876
11,22519
11,9343
11,11483
11,23440
11,15678
11,24663
11,21465
12,13017
12,24464
13,23337
13,25574
13,27023
13,25800
14,13485
14,10441
14,30581
14,12984
14,7863
14,18474
15,12201
15,17449
16,24143
16,9671
16,18599
17,20999
17,3506
17,21121
17,20328
17,24184
17,16563
18,3491
18,28029
19,15580
19,27759
19,27742
20,15733
20,5404
20,17163
21,10418
21,20960
21,25221
22,11236
22,21044
22,31236
22,24904
23,16350
23,24470
23,20300
23,3368
23,16828
24,31015
24,31044
24,10782
24,19443
24,13505
24,23772
25,13358
25,22933
26,11437
26,4390
26,462
26,566
26,18036
26,20232
27,23260
27,17884
27,19493
27,8302
27,15408
27,16136
28,15408
28,17735
28,10772
29,25727
29,17591
30,6339
30,19524
30,32864
31,13769
31,7276
31,11475
32,30819
32,8369
32,30878
32,11180
33,8744
33,7824
33,18275
33,17591
34,15423
34,16503
34,16032
35,24418
35,18845
35,20223
35,33097
35,11247
35,4014
36,23985
37,22641
37,14615
37,3388
37,4871
37,371
37,14717
38,7813
38,27675
39,17905
39,20220
39,8689
39,13489
39,26364
39,26335
39,16189
39,18385
39,24318
39,26313
40,20185
40,12643
41,18401
41,987
41,28195
41,32662
41,32687
41,9905
41,11632
42,27217
42,22326
42,10589
42,19033
43,3498
43,33171
43,16655
43,5520
44,24204
44,10441
44,14108
45,8928
45,6357
45,28017
45,16932
45,4614
45,4793
45,27689
45,3118
45,21951
45,31224
45,9692
45,14218
45,22666
46,19893
46,10805
46,14812
47,32018
47,27370
47,1986
48,23007
48,31600
48,18228
48,28792
48,23303
48,23885
48,27056
49,21320
49,11809
49,5957
49,10765
49,10957
49,2977
49,29609
50,2996
50,6512
50,19870
50,2055
50,23828
50,23474
51,27277
51,31952
52,16223
52,12962
52,18859
52,9544
52,32855
52,11177
52,14095
52,11641
53,25631
53,24135
54,7938
54,20877
54,5179
55,24604
55,21376
55,10944
55,413
55,5832
55,9650
56,15732
56,13718
56,5847
57,27279
57,18554
58,31742
59,5685
59,20837
59,30340
59,7291
60,21615
60,23019
60,19247
61,2831
61,26094
61,11866
61,1297
62,17689
62,21973
62,11757
62,23177
62,11962
62,25174
62,12231
62,11630
62,10873
62,13044
62,10067
63,11258
63,13774
64,30340
64,3882
64,14815
64,7548
64,12043
64,14970
64,4920
64,14814
64,2614
64,20738
64,7782
64,16312
64,2957
64,28172
64,32625
64,19605
65,23573
65,16587
65,1810
66,11468
66,20722
67,23085
68,28456
68,21451
69,24272
69,2933
70,19794
70,23040
70,27344
70,3762
71,7414
71,15448
71,8928
71,20606
71,14218
71,24412
71,274
71,1080
72,23368
72,17359
72,21357
72,23941
72,13689
72,26415
72,11143
73,23064
73,8329
73,7864
73,5007
73,1117
73,26121
73,29077
74,21529
74,11503
74,3811
75,30319
75,32605
75,13450
75,15394
76,10707
76,15036
76,26515
76,32135
76,8347
77,17265
78,11612
78,7577
78,2695
