ent idx,ent name
0,9507
1,19722
2,41870
3,43886
4,46017
5,47844
6,52325
7,80043
8,164828
9,189991
10,215927
11,226432
12,241749
13,251738
14,305386
15,308837
16,310553
17,324100
18,354108
19,365282
20,376102
21,392282
22,430192
23,430641
24,443798
25,464993
26,505182
27,530967
28,592451
29,612282
30,617233
31,629287
32,662221
33,675453
34,686019
35,721619
36,734295
37,746986
38,761300
39,761543
40,808010
41,848706
42,872719
43,899646
44,967637
45,992397
46,1049131
47,1118541
48,1137423
49,1174212
50,1187138
51,1245340
52,1268775
53,1320687
54,1351752
55,1354457
56,1355163
57,1443707
58,1456306
59,1516879
60,1561573
61,1629065
62,1648549
63,1662191
64,1745920
65,1793135
66,1850255
67,1877545
68,1902872
69,1921588
70,1925986
71,1947432
72,2087004
73,2125089
74,2132711
75,2135383
76,2149775
77,2276074
78,2303707
79,2321252
80,2388115
81,2480620
82,2534966
83,2540865
84,2610724
85,2613432
86,2656126
87,2657118
88,2699952
89,2722730
90,2781204
91,2801145
92,2818286
93,2830045
94,2898894
95,2924134
96,3003364
97,3089115
98,3150213
99,3276886
100,3369870
101,3410338
102,3412056
103,3720454
104,3780104
105,3851390
106,3923682
107,3970730
108,4004674
109,4028839
110,4031970
111,4047665
112,4056153
113,4058158
114,4061448
115,4064826
116,4068193
117,4076070
118,4092182
119,4101805
120,4104125
121,4141589
122,4164984
123,4179309
124,4264650
125,4287427
126,4302045
127,4322298
128,4322889
129,4405392
130,4430876
131,4432739
132,4472751
133,4498119
134,4510145
135,4517696
136,4528857
137,4537092
138,4575257
139,4576418
140,4577782
141,4588055
142,4610292
143,4626487
144,4647051
145,4654613
146,4655291
147,4657992
148,4665924
149,4693666
150,4750791
151,4780363
152,4800084
153,4819740
154,4829542
155,4840577
156,4843557
157,4853710
158,4856224
159,4863038
160,4864440
161,4871159
162,4880106
163,4880411
164,4896460
165,4901143
166,4921948
167,4922082
168,4923324
169,5023651
170,5100685
171,5101941
172,5124864
173,5237613
174,5268612
175,5287876
176,5316388
177,5329801
178,5332623
179,5337786
180,5343935
181,5388228
182,5400463
183,5422934
184,5444425
185,5467274
186,5474350
187,5490798
188,5518804
189,5561750
190,5593406
191,5681781
192,5691862
193,5728261
194,5740404
195,5779574
196,5791819
197,5795714
198,5847235
199,5857645
200,5936373
201,5950314
202,5971364
203,5996616
204,6013171
205,6026837
206,6030618
207,6033180
208,6059380
209,6090238
210,6111482
211,6141010
212,6178835
213,6240851
214,6289922
215,6292670
216,6312358
217,6406202
218,6446798
219,6498739
220,6507939
221,6527978
222,6569274
223,6573832
224,6585545
225,6593398
226,6645349
227,6665906
228,6750280
229,6750721
230,6762706
231,6811974
232,6902469
233,6980041
234,7133646
235,7171862
236,7350606
