ent idx,ent name
0,539484
1,4722294
2,7965123
3,8424004
4,10749554
5,11024079
6,14334740
7,16962504
8,17288044
9,18613538
10,20354690
11,23223376
12,23664055
13,23969231
14,24644486
15,24959731
16,25585414
17,27067323
18,29317764
19,29544000
20,29864124
21,31622937
22,33933185
23,34066319
24,37711513
25,40049454
26,40098428
27,41001592
28,47585728
29,48282284
30,49957127
31,51125113
32,51986920
33,52155339
34,53342894
35,53558343
36,53920656
37,55668029
38,56015837
39,58076567
40,58613137
41,61954933
42,62150340
43,65299470
44,65579792
45,65974940
46,67192981
47,68374913
48,68659539
49,71308275
50,72635791
51,73873758
52,76978286
53,79785594
54,80104084
55,80436620
56,82541927
57,83090910
58,83206258
59,84134570
60,85570307
61,86447309
62,87146406
63,87363617
64,87974522
65,90759982
66,91070426
67,91530245
68,95022216
69,95386338
70,95416608
71,100167227
72,102092343
73,102324437
74,105473805
75,108732647
76,108776414
77,111187351
78,111381909
79,113917900
80,114369726
81,114528659
82,114697282
83,114910390
84,116054784
85,116649068
86,117939408
87,119140049
88,121068359
89,121447311
90,121961427
91,123308651
92,123458603
93,124123310
94,124187015
95,124461008
96,125921422
97,127768119
98,128220366
99,128909930
100,128964819
101,130671562
102,133601158
103,135495072
104,136038775
105,136831273
106,137577455
107,138064376
108,138494086
109,140716540
110,141449791
111,149354595
112,149756369
113,152883598
114,156992604
115,157040137
116,157906856
117,160092927
118,163481289
119,170510879
120,170572344
121,171857154
122,172040536
123,172256291
124,172544759
125,173932994
126,174047284
127,175399009
128,176189417
129,177226793
130,179599009
131,181248614
132,181815156
133,181849631
134,182280303
135,182588152
136,186103265
137,186199425
138,187021214
139,188572809
140,189907349
141,190321599
142,190653797
143,193510435
144,196545694
145,198490884
146,199420435
147,200874611
148,201487358
149,201716528
150,201846281
151,204510161
152,205051602
153,205884972
154,206238732
155,207210737
156,207609329
157,208206818
158,208422782
159,209744687
160,212081454
161,212310619
162,212729249
163,217687230
164,218153108
165,218789914
166,218923010
167,219924996
168,221186499
169,221414516
170,222809846
171,222819688
172,224520300
173,227080384
174,228082001
175,228944138
176,231655515
177,233142689
178,233954320
179,235163255
180,235395976
181,243599264
182,248409089
183,250341737
184,253301478
185,254460737
186,254507231
187,255232497
188,256330035
189,263772479
190,265201545
191,266642573
192,272992610
193,275510213
194,275898241
195,277379179
196,277550040
197,282391652
198,284437687
199,290197923
200,291676491
201,294061810
202,294092807
203,297236048
204,303340293
205,306837311
206,309730488
207,310413900
208,312439985
209,313645422
210,317054081
211,318239207
212,318297295
213,318658549
214,321466387
215,322353009
216,324824552
217,326689601
218,331405088
219,332768082
220,334068975
221,334413980
222,335697324
223,335771795
224,338594878
225,340953727
226,342836296
227,343152351
228,348482998
229,349509973
230,350779841
231,356729781
232,360014500
233,362788359
234,366573816
235,374419886
236,376087707
237,387990610
238,401310542
239,401913200
240,404982718
241,425811230
242,429458343
243,433582390
244,561289754
245,561661445
246,562087682
247,568536108
248,571008911
249,577377327
250,585343232
251,586732815
252,588111831
253,588204548
254,588990341
255,593399271
256,593933235
257,594883454
258,594898609
259,595447407
260,600038680
261,602295091
262,603256842
